movie_title,content_rating
Eulogy ,R
White Noise 2: The Light ,PG-13
You Got Served: Beat the World ,PG-13
Fifty Dead Men Walking ,R
Jungle Shuffle ,
Adam Resurrected ,R
Of Horses and Men ,
It's a Wonderful Afterlife ,PG-13
The Devil's Tomb ,R
Partition ,R
Good Intentions ,PG-13
"The Good, the Bad, the Weird ",R
Nurse 3D ,R
Gunless ,
Adventureland ,R
The Lost City ,R
Next Friday ,R
American Heist ,R
You Only Live Twice ,Approved
Plastic ,R
Amour ,PG-13
Poltergeist III ,PG-13
Re-Kill ,R
"It's a Mad, Mad, Mad, Mad World ",Approved
Volver ,R
Heavy Metal ,R
Gentlemen Broncos ,PG-13
Richard III ,R
Into the Grizzly Maze ,R
Kites ,
Melancholia ,R
Red Dog ,PG
Jab Tak Hai Jaan ,Not Rated
Alien ,R
The Texas Chain Saw Massacre ,R
The Runaways ,R
Fiddler on the Roof ,G
Thunderball ,Approved
Detention ,R
Loose Cannons ,
Set It Off ,R
The Best Man ,R
Child's Play ,R
Sicko ,PG-13
The Purge: Anarchy ,R
Down to You ,PG-13
Harold & Kumar Go to White Castle ,R
The Contender ,R
Boiler Room ,R
Trading Places ,R
Black Christmas ,R
Breakin' All the Rules ,PG-13
Henry V ,PG-13
The Savages ,R
Chasing Papi ,PG
The Way of the Gun ,R
Igby Goes Down ,R
PCU ,PG-13
The Ultimate Gift ,PG
The Bold and the Beautiful             ,TV-14
The Ice Pirates ,PG
Gracie ,PG-13
Trust the Man ,R
Hamlet 2 ,R
Velvet Goldmine ,R
The Wailing ,Not Rated
Glee: The 3D Concert Movie ,PG
The Legend of Suriyothai ,R
Two Evil Eyes ,R
Barbecue ,
All or Nothing ,R
Princess Kaiulani ,PG
Opal Dream ,PG
Heist ,R
Flame and Citron ,Not Rated
Undiscovered ,PG-13
Red Riding: In the Year of Our Lord 1974 ,Not Rated
The Girl on the Train ,Unrated
Veronika Decides to Die ,R
Crocodile Dundee ,PG-13
"Ultramarines: A Warhammer 40,000 Movie ",R
The I Inside ,R
Beneath Hill 60 ,R
Polisse ,Not Rated
Awake ,R
Star Wars: The Clone Wars             ,TV-PG
Skin Trade ,R
The Lost Boys ,R
Crazy Heart ,R
The Rose ,R
Baggage Claim ,PG-13
Barbarella ,PG
Shipwrecked ,PG
Election ,R
The Namesake ,PG-13
The DUFF ,PG-13
Glitter ,PG-13
The Haunting in Connecticut 2: Ghosts of Georgia ,R
Silmido ,
Bright Star ,PG
My Name Is Khan ,PG-13
Footloose ,PG
All Is Lost ,PG-13
Limbo ,R
Namastey London ,
The Wind That Shakes the Barley ,Not Rated
Yeh Jawaani Hai Deewani ,Not Rated
The Karate Kid ,PG
Quo Vadis ,Passed
Repo! The Genetic Opera ,R
Valley of the Wolves: Iraq ,
Pulp Fiction ,R
The Muppet Movie ,G
Nightcrawler ,R
Club Dread ,R
The Sound of Music ,G
Splash ,PG
Little Miss Sunshine ,R
Stand by Me ,R
28 Days Later... ,R
You Got Served ,PG-13
Escape from Alcatraz ,PG
Brown Sugar ,PG-13
A Thin Line Between Love and Hate ,R
50/50 ,R
Shutter ,PG-13
Creepshow ,R
That Awkward Moment ,R
Modern Problems ,PG
Kicks ,R
Much Ado About Nothing ,PG-13
On Her Majesty's Secret Service ,M
The Player             ,TV-14
New Nightmare ,R
Drive Me Crazy ,PG-13
Akeelah and the Bee ,PG
Half Baked ,R
New in Town ,PG
Syriana ,R
American Psycho ,R
The Good Girl ,R
Bon Cop Bad Cop ,R
The Boondock Saints II: All Saints Day ,R
The City of Your Final Destination ,PG-13
Enough Said ,PG-13
Easy A ,PG-13
The Inkwell ,R
Shadow of the Vampire ,R
Prom ,PG
The Pallbearer ,PG-13
Held Up ,PG-13
Woman on Top ,R
Howards End ,PG
Preacher             ,TV-MA
Anomalisa ,R
Another Year ,PG-13
8 Women ,R
Showdown in Little Tokyo ,R
Clay Pigeons ,R
It's Kind of a Funny Story ,PG-13
Made in Dagenham ,R
When Did You Last See Your Father? ,PG-13
Prefontaine ,PG-13
The Wicked Lady ,R
The Secret of Kells ,Not Rated
Begin Again ,R
Down in the Valley ,R
Brooklyn Rules ,R
Restless ,
The Singing Detective ,R
The Land Girls ,R
Fido ,R
The Wendell Baker Story ,PG-13
Wild Target ,PG-13
Pathology ,R
Wuthering Heights             ,
10th & Wolf ,R
Dear Wendy ,Unrated
Aloft ,R
Akira ,R
The Death and Life of Bobby Z ,R
The Rocket: The Legend of Rocket Richard ,PG
Swelter ,R
My Lucky Star ,
Imagine Me & You ,R
Mr. Church ,PG-13
Swimming Pool ,R
Green Street 3: Never Back Down ,R
The Blood of Heroes ,R
Code of Honor ,R
Driving Miss Daisy ,PG
Soul Food ,R
Rumble in the Bronx ,R
Far from Men ,
Thank You for Smoking ,R
Hostel: Part II ,R
An Education ,PG-13
Shopgirl ,R
The Hotel New Hampshire ,R
Narc ,R
Men with Brooms ,R
Witless Protection ,PG-13
The Work and the Glory ,PG
Extract ,R
Masked and Anonymous ,PG-13
Alias Betty ,
Code 46 ,R
Outside Bet ,
Crash ,R
Albert Nobbs ,R
Black November ,
Ta Ra Rum Pum ,
Persepolis ,PG-13
The Hole ,PG-13
The Wave ,
The Neon Demon ,R
Harry Brown ,R
Spider-Man 3 ,PG-13
The Omega Code ,PG-13
Juno ,PG-13
Pound of Flesh ,R
Diamonds Are Forever ,GP
The Godfather ,R
Flashdance ,R
500 Days of Summer ,PG-13
The Piano ,R
Magic Mike ,R
Darkness Falls ,PG-13
Live and Let Die ,PG
My Dog Skip ,PG
"Definitely, Maybe ",PG-13
Jumping the Broom ,PG-13
The Great Gatsby ,PG-13
"Good Night, and Good Luck. ",PG
Capote ,R
Desperado ,R
The Claim ,R
Fargo             ,TV-MA
Logan's Run ,PG
The Man with the Golden Gun ,PG
Action Jackson ,R
The Descent ,R
Michael Jordan to the Max ,
Devil's Due ,R
Flirting with Disaster ,R
The Devil's Rejects ,R
Buffy the Vampire Slayer             ,TV-14
Dope ,R
In Too Deep ,R
Skyfall ,PG-13
House of 1000 Corpses ,R
Alien Zone ,PG
A Serious Man ,R
Get Low ,PG-13
Warlock ,R
Beyond the Lights ,PG-13
A Single Man ,R
The Last Temptation of Christ ,R
Outside Providence ,R
Bride & Prejudice ,PG-13
Rabbit-Proof Fence ,PG
Who's Your Caddy? ,PG-13
Split Second ,R
Nikita             ,
The Other Side of Heaven ,PG
Dark Angel             ,TV-14
Veer-Zaara ,
Redbelt ,R
Cyrus ,R
A Dog of Flanders ,PG
Auto Focus ,R
Factory Girl ,R
We Need to Talk About Kevin ,R
The Christmas Candle ,PG
The Mighty Macs ,G
Losin' It ,R
Mother and Child ,R
March or Die ,PG
Les visiteurs ,R
Somewhere ,R
I Hope They Serve Beer in Hell ,R
Chairman of the Board ,PG-13
Hesher ,R
Dom Hemingway ,R
Gerry ,R
The Heart of Me ,R
Freeheld ,PG-13
The Extra Man ,R
Hard to Be a God ,Not Rated
Ca$h ,R
Wah-Wah ,R
The Boondock Saints ,R
Z Storm ,
Twixt ,R
Snow Queen ,PG
Alpha and Omega 4: The Legend of the Saw Toothed Cave ,
Pale Rider ,R
Stargate: The Ark of Truth ,
Dazed and Confused ,R
High School Musical 2 ,TV-G
Two Lovers and a Bear ,
Criminal Activities ,
Aimee & Jaguar ,
The Chumscrubber ,R
Shade ,R
House at the End of the Street ,PG-13
Incendies ,R
"Remember Me, My Love ",R
Perrier's Bounty ,R
Elite Squad ,R
Annabelle ,R
Bran Nue Dae ,PG-13
Boyz n the Hood ,R
La Bamba ,PG-13
The Four Seasons ,PG
Dressed to Kill ,X
The Adventures of Huck Finn ,PG
Go ,R
Friends with Money ,R
The Andromeda Strain ,G
Bats ,PG-13
Nowhere in Africa ,R
Shame ,NC-17
Layer Cake ,R
The Work and the Glory II: American Zion ,PG-13
The East ,PG-13
A Home at the End of the World ,R
Aberdeen ,
The Messenger ,R
Tracker ,R
Control ,R
The Terminator ,R
Good Bye Lenin! ,R
The Damned United ,R
The Return of the Living Dead ,R
Gomorrah             ,TV-MA
Mallrats ,R
Grease ,PG-13
Platoon ,R
Fahrenheit 9/11 ,R
Butch Cassidy and the Sundance Kid ,M
Mary Poppins ,Approved
Ordinary People ,R
Around the World in 80 Days ,PG
West Side Story ,Unrated
Caddyshack ,R
The Brothers ,R
The Wood ,R
The Usual Suspects ,R
A Nightmare on Elm Street 5: The Dream Child ,X
Van Wilder: Party Liaison ,R
The Wrestler ,R
Duel in the Sun ,Unrated
Best in Show ,PG-13
Escape from New York ,R
School Daze ,R
Daddy Day Camp ,PG
Mr. Nice Guy ,PG-13
A Mighty Wind ,PG-13
Mystic Pizza ,R
War & Peace             ,TV-14
Sliding Doors ,R
Tales from the Hood ,R
The Last King of Scotland ,R
Halloween 5 ,X
Bernie ,PG-13
Dolphins and Whales 3D: Tribes of the Ocean ,
Pollock ,R
200 Cigarettes ,R
The Words ,PG-13
Casa de mi Padre ,R
City Island ,PG-13
The Guard ,R
College ,R
The Virgin Suicides ,R
Little Voice ,R
Miss March ,R
Wish I Was Here ,R
Simply Irresistible ,PG-13
Veronica Mars             ,TV-14
Hedwig and the Angry Inch ,R
Only the Strong ,PG-13
Goddess of Love ,
Shattered Glass ,PG-13
Novocaine ,R
The Business of Strangers ,R
The Wild Bunch ,R
The Wackness ,R
The Great Train Robbery ,PG
Morvern Callar ,R
Beastmaster 2: Through the Portal of Time ,PG-13
The 5th Quarter ,PG
The Flower of Evil ,R
The Greatest ,R
Snow Flower and the Secret Fan ,PG-13
Come Early Morning ,R
Lucky Break ,PG-13
Julia ,PG
"Surfer, Dude ",R
Lake of Fire ,Unrated
11:14 ,R
Men of War ,R
Don McKay ,R
Deadfall ,R
A Shine of Rainbows ,PG
The Hit List ,R
Emma             ,
Videodrome ,R
L'auberge espagnole ,R
Song One ,PG-13
Murder by Numbers ,R
Winter in Wartime ,R
Freaky Deaky ,R
The Train ,Unrated
Trade of Innocents ,PG-13
The Protector ,R
Stiff Upper Lips ,R
The Inbetweeners             ,TV-14
Bend It Like Beckham ,PG-13
Sunshine State ,PG-13
Crossover ,PG-13
Khiladi 786 ,Not Rated
[Rec] 2 ,R
Standing Ovation ,PG
The Sting ,PG
Chariots of Fire ,PG
Diary of a Mad Black Woman ,PG-13
Shine ,PG-13
Don Jon ,R
High Plains Drifter ,R
Ghost World ,R
Iris ,R
Galaxina ,R
The Chorus ,PG-13
Mambo Italiano ,R
Wonderland ,R
Do the Right Thing ,R
Harvard Man ,R
Le Havre ,Not Rated
Irreversible ,Not Rated
R100 ,Unrated
Rang De Basanti ,Not Rated
Animals ,
Salvation Boulevard ,R
The Ten ,R
A Room for Romeo Brass ,R
Headhunters ,R
Grabbers ,Not Rated
Saint Ralph ,PG-13
Miss Julie ,PG-13
Somewhere in Time ,PG
Dum Maaro Dum ,R
Insidious: Chapter 2 ,PG-13
Saw II ,R
10 Cloverfield Lane ,PG-13
Jackass: The Movie ,R
Lights Out ,PG-13
Paranormal Activity 3 ,R
Ouija ,PG-13
A Nightmare on Elm Street 3: Dream Warriors ,X
The Gift ,R
Instructions Not Included ,PG-13
Paranormal Activity 4 ,R
The Robe ,Unrated
The Return of the Pink Panther ,G
Freddy's Dead: The Final Nightmare ,R
Monster ,R
"20,000 Leagues Under the Sea ",Approved
Paranormal Activity: The Marked Ones ,R
The Elephant Man ,PG
Dallas Buyers Club ,R
The Lazarus Effect ,PG-13
Memento ,R
Oculus ,R
Clerks II ,R
Billy Elliot ,R
The Way Way Back ,PG-13
House Party 2 ,R
The Man from Snowy River ,PG
Doug's 1st Movie ,G
The Apostle ,PG-13
Mommie Dearest ,R
Our Idiot Brother ,R
Race ,PG-13
The Players Club ,R
O ,R
"As Above, So Below ",R
Addicted ,R
Eve's Bayou ,R
Still Alice ,PG-13
The Egyptian ,Approved
Nighthawks ,R
Friday the 13th Part VIII: Jason Takes Manhattan ,R
My Big Fat Greek Wedding ,PG
Spring Breakers ,R
Halloween: The Curse of Michael Myers ,R
Y Tu Mamá También ,R
Shaun of the Dead ,R
The Haunting of Molly Hartley ,PG-13
Lone Star ,R
Halloween 4: The Return of Michael Myers ,R
April Fool's Day ,R
Diner ,R
Lone Wolf McQuade ,PG
Apollo 18 ,PG-13
Sunshine Cleaning ,R
No Escape ,R
The Beastmaster ,PG
Solomon and Sheba ,
Fifty Shades of Black ,R
Not Easily Broken ,PG-13
A Farewell to Arms ,Unrated
The Perfect Match ,R
Digimon: The Movie ,PG
Saved! ,PG-13
The Barbarian Invasions ,R
Robin and Marian ,PG
The Forsaken ,R
Force 10 from Navarone ,PG
UHF ,PG-13
Grandma's Boy ,R
Slums of Beverly Hills ,R
Once Upon a Time in the West ,PG-13
Made ,R
Moon ,R
Keeping Up with the Steins ,PG-13
Sea Rex 3D: Journey to a Prehistoric World ,
The Sweet Hereafter ,R
Of Gods and Men ,PG-13
Bottle Shock ,PG-13
Jekyll and Hyde... Together Again ,R
Heavenly Creatures ,R
90 Minutes in Heaven ,PG-13
Everything Must Go ,R
Zero Effect ,R
The Machinist ,R
Light Sleeper ,R
Kill the Messenger ,R
Rabbit Hole ,PG-13
Party Monster ,R
Green Room ,R
The Oh in Ohio ,R
Atlas Shrugged: Who Is John Galt? ,PG-13
Bottle Rocket ,R
Albino Alligator ,R
"Gandhi, My Father ",
Standard Operating Procedure ,R
Out of the Blue ,R
Tucker and Dale vs Evil ,R
"Lovely, Still ",PG
Tycoon ,Approved
Desert Blue ,R
Decoys ,R
The Visit ,PG-13
Redacted ,R
Fascination ,R
Saving Grace             ,TV-MA
Area 51 ,R
Sleep Tight ,Not Rated
The Cottage ,Unrated
Dead Like Me: Life After Death ,R
Farce of the Penguins ,R
Flying By ,PG-13
Psych             ,TV-PG
Rudderless ,R
Henry & Me ,PG
Christmas Eve ,PG
We Have Your Husband ,TV-PG
Dying of the Light ,R
Born of War ,R
Capricorn One ,PG
Should've Been Romeo ,
Running Forever ,
Yoga Hosers ,PG-13
Navy Seals vs. Zombies ,
I Served the King of England ,R
Soul Kitchen ,
Sling Blade ,R
The Awakening ,R
Hostel ,R
Tristram Shandy: A Cock and Bull Story ,R
Take Shelter ,R
Lady in White ,R
Driving Lessons ,PG-13
Let's Kill Ward's Wife ,Unrated
The Texas Chainsaw Massacre 2 ,X
Pat Garrett & Billy the Kid ,R
Only God Forgives ,R
Camping sauvage ,
Without Men ,R
Barfi ,
Dear Frankie ,PG-13
All Hat ,R
The Names of Love ,R
Treading Water ,
Savage Grace ,Not Rated
Out of the Blue ,
Police Academy ,R
The Blue Lagoon ,R
Four Weddings and a Funeral ,R
Fast Times at Ridgemont High ,X
Moby Dick ,Unrated
25th Hour ,R
Secrets and Lies             ,
Bound ,R
Requiem for a Dream ,R
State Fair ,Approved
Tango ,PG-13
Salvador ,R
Moms' Night Out ,PG
Donnie Darko ,R
Saving Private Perez ,PG-13
Character ,R
Spun ,R
Life During Wartime ,R
Lady Vengeance ,R
Mozart's Sister ,
Mean Machine ,R
Exiled ,R
Blackthorn ,R
Lilya 4-Ever ,R
After.Life ,R
Fugly ,
One Flew Over the Cuckoo's Nest ,R
R.L. Stine's Monsterville: The Cabinet of Souls ,PG
Silent Movie ,PG
Airlift ,
Anne of Green Gables             ,TV-G
Falcon Rising ,R
The Sweeney ,R
Sexy Beast ,R
Easy Money ,R
Whale Rider ,PG-13
Paa ,
Cargo ,
Pan ,PG
High School Musical ,TV-G
Animal Kingdom             ,
Love and Death on Long Island ,PG-13
Night Watch ,R
The Crying Game ,R
Porky's ,R
Survival of the Dead ,R
Night of the Living Dead ,Unrated
Lost in Translation ,R
Annie Hall ,PG
The Greatest Show on Earth ,Not Rated
Exodus: Gods and Kings ,PG-13
Monster's Ball ,R
Maggie ,PG-13
Leaving Las Vegas ,R
Hansel & Gretel Get Baked ,
The Return of the Living Dead ,R
The Front Page ,PG
The Boy Next Door ,R
Trapeze ,Approved
Saving Grace             ,TV-MA
The Kids Are All Right ,R
They Live ,R
The Great Escape ,Approved
What the #$*! Do We (K)now!? ,Unrated
The Last Exorcism Part II ,PG-13
Boyhood ,R
Scoop ,PG-13
Planet of the Apes ,PG-13
The Wash ,R
3 Strikes ,R
The Cooler ,R
The Misfits ,Approved
The Night Listener ,R
The Jerky Boys ,R
My Soul to Take ,R
The Orphanage ,R
A Haunted House 2 ,R
The Rules of Attraction ,R
Topaz ,M
Let's Go to Prison ,R
Four Rooms ,R
Secretary ,R
The Real Cancun ,R
Talk Radio ,R
Waiting for Guffman ,R
Love Stinks ,R
You Kill Me ,R
Thumbsucker ,R
Red State ,R
Mirrormask ,PG
Samsara ,PG-13
The Barbarians ,R
The Art of Getting By ,PG-13
Zipper ,R
Poolhall Junkies ,R
The Loss of Sexual Innocence ,R
Holy Motors ,Not Rated
Joe ,R
Shooting Fish ,PG
Prison ,R
Psycho Beach Party ,Unrated
The Big Tease ,R
"Buen Día, Ramón ",PG-13
Trust ,R
An Everlasting Piece ,R
Among Giants ,R
Adore ,R
The Velocity of Gary ,R
Mondays in the Sun ,R
Stake Land ,R
Sonny with a Chance             ,TV-G
The Last Time I Committed Suicide ,R
Futuro Beach ,Unrated
Another Happy Day ,R
A Lonely Place to Die ,R
Nothing ,R
The Geographer Drank His Globe Away ,
1776 ,PG
Inescapable ,R
Hell's Angels ,Passed
Purple Violets ,
The Veil ,R
The Loved Ones ,R
No Vacancy ,R
How to Fall in Love ,TV-G
The Perfect Wave ,PG
Ben-Hur ,PG-13
A Man for All Seasons ,Approved
Network ,R
Gone with the Wind ,G
Desert Dancer ,PG-13
Major Dundee ,Approved
Down for Life ,R
Annie Get Your Gun ,Passed
Four Lions ,R
House of Sand ,R
Defendor ,R
The Pirate ,Approved
The Good Heart ,R
The History Boys ,R
Unknown ,PG-13
M*A*S*H             ,TV-PG
Midnight Cowboy ,X
The Full Monty ,R
Airplane! ,PG
Chain of Command ,R
Friday ,R
Menace II Society ,R
Empire             ,TV-14
Creepshow 2 ,R
The Ballad of Cable Hogue ,R
In Cold Blood ,Approved
The Nun's Story ,Not Rated
Harper ,Not Rated
Frenzy ,R
The Witch ,R
I Got the Hook Up ,R
She's the One ,R
Gods and Monsters ,R
The Secret in Their Eyes ,R
Day of the Dead ,Unrated
Train ,R
Evil Dead II ,X
Pootie Tang ,PG-13
Sharknado ,TV-14
La otra conquista ,R
Trollhunter ,PG-13
Ira & Abby ,R
The Watch ,R
Winter Passing ,R
D.E.B.S. ,PG-13
The Masked Saint ,PG-13
The Betrayed ,
Taxman ,R
The Secret             ,
2:13 ,
"Batman: The Dark Knight Returns, Part 2 ",PG-13
Time to Choose ,
In the Name of the King: The Last Job ,R
Wicked Blood ,Not Rated
Dawn Patrol ,
Lords of London ,R
High Anxiety ,PG
March of the Penguins ,G
Margin Call ,R
August ,Not Rated
Choke ,R
Whiplash ,R
City of God ,R
Human Traffic ,R
Day One ,PG-13
The Dead Girl ,R
The Hunt ,R
A Christmas Story ,PG
Bella ,PG-13
Class of 1984 ,R
The Opposite Sex ,
Dreaming of Joseph Lees ,R
The Class ,PG-13
Rosemary's Baby ,R
The Man Who Shot Liberty Valance ,Approved
Adam ,PG-13
Maria Full of Grace ,R
Beginners ,R
Feast ,R
Animal House ,R
Goldfinger ,Approved
Antiviral ,Not Rated
It's a Wonderful Life ,PG
Trainspotting ,R
The Original Kings of Comedy ,R
Paranormal Activity 2 ,R
Waking Ned Devine ,PG
Bowling for Columbine ,R
Coming Home ,PG-13
A Nightmare on Elm Street 2: Freddy's Revenge ,R
A Room with a View ,Unrated
The Purge ,R
Sinister ,R
Martin Lawrence Live: Runteldat ,R
Cat on a Hot Tin Roof ,Approved
Beneath the Planet of the Apes ,G
Air Bud ,PG
Pokémon 3: The Movie ,G
Jason Lives: Friday the 13th Part VI ,R
The Bridge on the River Kwai ,PG
Spaced Invaders ,PG
Family Plot ,PG
The Apartment ,Approved
Jason Goes to Hell: The Final Friday ,R
Torn Curtain ,Approved
Dave Chappelle's Block Party ,R
Slow West ,R
Krush Groove ,R
Next Day Air ,R
Elmer Gantry ,Approved
Judgment at Nuremberg ,Not Rated
Trippin' ,R
Robot Chicken             ,TV-MA
Red River ,Approved
Phat Girlz ,PG-13
Before Midnight ,R
Teen Wolf Too ,PG
Phantasm II ,R
Woman Thou Art Loosed ,R
Real Women Have Curves ,PG-13
Deadline Gallipoli             ,
Water ,PG-13
East Is East ,R
Whipped ,R
Kama Sutra: A Tale of Love ,R
Please Give ,R
Willy Wonka & the Chocolate Factory ,G
Warlock: The Armageddon ,R
8 Heads in a Duffel Bag ,R
Days of Heaven ,PG
Thirteen Conversations About One Thing ,R
Jawbreaker ,R
Basquiat ,R
Frances Ha ,R
Tsotsi ,R
Happiness ,
DysFunktional Family ,R
Tusk ,R
Oldboy ,R
Letters to God ,PG
Hobo with a Shotgun ,Not Rated
Compadres ,R
Freeway ,R
Love's Abiding Joy ,PG
Fish Tank ,Not Rated
Damsels in Distress ,PG-13
Creature             ,
Bachelorette ,R
BrainDead             ,
Brave New Girl ,PG-13
Tim and Eric's Billion Dollar Movie ,R
The Gambler ,R
The Grand             ,
Summer Storm ,R
Fort McCoy ,R
Chain Letter ,R
Just Looking ,R
The Divide ,R
The Eclipse ,R
Demonic ,R
My Big Fat Independent Movie ,R
Alice in Wonderland ,PG
The Deported ,PG-13
Tanner Hall ,R
Open Road ,
They Came Together ,R
30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo ,R
Never Back Down 2: The Beatdown ,R
Point Blank ,Approved
Four Single Fathers ,
Enter the Dangerous Mind ,
Something Wicked ,R
AWOL-72 ,R
Iguana ,
Cinderella ,PG
Chicago Overcoat ,R
Barry Munday ,R
Central Station ,R
Pocketful of Miracles ,Approved
Close Range ,
Boynton Beach Club ,R
Amnesiac ,
Freakonomics ,PG-13
The Omen ,R
High Tension ,Unrated
Griff the Invisible ,PG-13
Unnatural ,R
Hustle & Flow ,R
Some Like It Hot ,Not Rated
Friday the 13th Part VII: The New Blood ,R
The Wizard of Oz ,Passed
Young Frankenstein ,PG
Diary of the Dead ,R
Lage Raho Munna Bhai ,PG-13
Ulee's Gold ,R
The Black Stallion ,G
Sardaar Ji ,
Journey to Saturn ,Not Rated
Donovan's Reef ,Not Rated
The Dress ,
A Guy Named Joe ,Passed
Blazing Saddles ,R
Friday the 13th: The Final Chapter ,R
Ida ,PG-13
Maurice ,R
Beer League ,R
The Astronaut's Wife ,R
Riding Giants ,PG-13
Timecrimes ,R
Silver Medallist ,
Timber Falls ,R
Singin' in the Rain ,Approved
"Fat, Sick & Nearly Dead ",
A Haunted House ,R
2016: Obama's America ,PG
Halloween II ,R
That Thing You Do! ,PG
Halloween III: Season of the Witch ,R
Escape from the Planet of the Apes ,G
Hud ,Approved
Kevin Hart: Let Me Explain ,R
My Own Private Idaho ,R
Garden State ,R
Before Sunrise ,R
Sur le seuil ,
Jesus' Son ,R
Saving Face ,R
Brick Lane ,PG-13
Robot & Frank ,PG-13
My Life Without Me ,R
The Spectacular Now ,R
Marilyn Hotchkiss' Ballroom Dancing and Charm School ,
Religulous ,R
Fuel ,Not Rated
Valley of the Heart's Delight ,
Dodgeball: A True Underdog Story ,PG-13
Eye of the Dolphin ,PG-13
8: The Mormon Proposition ,R
The Other End of the Line ,PG-13
Anatomy ,R
Sleep Dealer ,PG-13
Super ,R
Christmas Mail ,TV-PG
Stung ,Not Rated
Antibirth ,
Get on the Bus ,R
Thr3e ,PG-13
Idiocracy ,R
The Rise of the Krays ,R
This Is England ,Unrated
Alien Uprising ,R
Bathing Beauty ,Passed
Go for It! ,PG-13
"Dancer, Texas Pop. 81 ",PG
Show Boat ,Approved
Redemption Road ,PG-13
The Calling ,R
The Brave Little Toaster ,Not Rated
Fantasia ,G
The French Connection ,R
8 Days ,PG-13
Friday the 13th Part III ,R
Friday the 13th: A New Beginning ,R
The Last Sin Eater ,PG-13
Do You Believe? ,PG-13
Impact Point ,R
The Valley of Decision ,Passed
Eden ,R
Chicken Tikka Masala ,
Always Woodstock ,
Jack Brooks: Monster Slayer ,R
The Best Years of Our Lives ,Not Rated
Bully ,R
Elling ,R
Mi America ,R
[Rec] ,R
Lies in Plain Sight ,TV-PG
Sharkskin ,
Containment ,
The Timber ,
From Russia with Love ,Approved
The Toxic Avenger Part II ,R
In the Heat of the Night             ,
Sleeper ,PG
It Follows ,R
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask ,R
To Kill a Mockingbird ,Not Rated
Mad Max 2: The Road Warrior ,R
The Legend of Drunken Master ,R
Lolita ,Not Rated
Boys Don't Cry ,R
Silent House ,R
The Lives of Others ,R
Courageous ,PG-13
The Hustler ,Unrated
Boom Town ,Passed
The Triplets of Belleville ,PG-13
Smoke Signals ,PG-13
American Splendor ,R
Before Sunset ,R
Amores Perros ,R
Thirteen ,R
Gentleman's Agreement ,Approved
Winter's Bone ,R
Touching the Void ,R
Alexander's Ragtime Band ,Approved
Me and You and Everyone We Know ,R
Inside Job ,PG-13
We Are Your Friends ,R
Ghost Dog: The Way of the Samurai ,R
Harsh Times ,R
Captive ,PG-13
Full Frontal ,R
Witchboard ,R
Strangers with Candy             ,TV-14
Hamlet ,PG-13
Shortbus ,Unrated
Waltz with Bashir ,R
"The Book of Mormon Movie, Volume 1: The Journey ",PG-13
No End in Sight ,
The Diary of a Teenage Girl ,R
Get Real             ,
In the Shadow of the Moon ,PG
Meek's Cutoff ,PG
Inside Deep Throat ,NC-17
Dinner Rush ,R
Clockwatchers ,PG-13
The Virginity Hit ,R
Subway ,R
House of D ,PG-13
Teeth ,R
Six-String Samurai ,PG-13
Hum To Mohabbat Karega ,
It's All Gone Pete Tong ,R
Saint John of Las Vegas ,R
24 7: Twenty Four Seven ,R
Stonewall ,R
Eureka             ,TV-14
Roadside Romeo ,PG
This Thing of Ours ,Not Rated
The Lost Medallion: The Adventures of Billy Stone ,PG
The Last Five Years ,PG-13
The Missing Person ,
Return of the Living Dead III ,R
London ,R
Sherrybaby ,R
Stealing Harvard ,PG-13
Circle ,Not Rated
Eden Lake ,R
Plush ,R
Vampire Killers ,R
Gangster's Paradise: Jerusalema ,R
Freeze Frame ,R
Grave Encounters ,Not Rated
Stitches ,R
Nine Dead ,R
"To Be Frank, Sinatra at 100 ",
Bananas ,GP
Supercapitalist ,Not Rated
Rockaway ,R
Wings             ,
The Lady from Shanghai ,Not Rated
No Man's Land: The Rise of Reeker ,R
Highway ,R
Small Apartments ,R
Coffee Town ,
The Ghastly Love of Johnny X ,Not Rated
All Is Bright ,R
The Torture Chamber of Dr. Sadism ,M
Straight A's ,R
A Funny Thing Happened on the Way to the Forum ,Approved
Slacker Uprising ,
The Legend of Hell's Gate: An American Conspiracy ,PG-13
The Walking Deceased ,R
The Curse of Downers Grove ,
Shark Lake ,Not Rated
River's Edge ,R
Northfork ,PG-13
The Marine 4: Moving Target ,R
Buried ,R
Submarine ,R
The Square ,Not Rated
One to Another ,Unrated
Carrie ,R
ABCD (Any Body Can Dance) ,Not Rated
A Nightmare on Elm Street ,X
Man on Wire ,PG-13
Abandoned ,
Brotherly Love ,R
The Last Exorcism ,PG-13
Nowhere Boy ,R
A Streetcar Named Desire ,PG
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ,PG
El crimen del padre Amaro ,R
Beasts of the Southern Wild ,PG-13
Battle for the Planet of the Apes ,G
Songcatcher ,PG-13
Higher Ground ,R
Vaalu ,
The Greatest Movie Ever Sold ,PG-13
Ed and His Dead Mother ,PG-13
Travelers and Magicians ,
Hang 'Em High ,M
Deadline - U.S.A. ,
Sublime ,R
A Beginner's Guide to Snuff ,
Independence Daysaster ,PG-13
Dysfunctional Friends ,Not Rated
Run Lola Run ,R
May ,R
Against the Wild ,PG
